,cik_str,ticker,title
5276,1383057,DBP,Invesco DB Precious Metals Fund
5277,1560672,EARN,Ellington Residential Mortgage REIT
5278,1583771,HEPA,"Hepion Pharmaceuticals, Inc."
5279,895464,YBGJ,Yubo International Biotech Ltd
5280,77281,PEI,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST
5281,1746129,BSVN,Bank7 Corp.
5282,1496292,IHD,Voya Emerging Markets High Dividend Equity Fund
5283,6176,AP,AMPCO PITTSBURGH CORP
5284,1708527,AZYO,"AZIYO BIOLOGICS, INC."
5285,1598655,GLOP,GasLog Partners LP
5286,1602706,LNGB,KAOPU GROUP INC
5287,1303942,BFIN,BankFinancial CORP
5288,875582,NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORP
5289,1289868,MCN,Madison Covered Call & Equity Strategy Fund
5290,1823882,NBA,New Beginnings Acquisition Corp.
5291,750574,AUBN,"AUBURN NATIONAL BANCORPORATION, INC"
5292,1435508,FSFG,"First Savings Financial Group, Inc."
5293,895658,VMM,"DELAWARE INVESTMENTS MINNESOTA MUNICIPAL INCOME FUND II, INC"
5294,1302028,MNTX,"Manitex International, Inc."
5295,1490286,NTG,"Tortoise Midstream Energy Fund, Inc."
5296,1583648,PIRS,"PIERIS PHARMACEUTICALS, INC."
5297,1527599,SYBX,"SYNLOGIC, INC."
5298,884144,ASUR,ASURE SOFTWARE INC
5299,1095315,PFSW,PFSWEB INC
5300,1575434,VERY,"Vericity, Inc."
5301,1593984,MDWD,MediWound Ltd.
5302,1102238,ARL,AMERICAN REALTY INVESTORS INC
5303,1811216,BAOS,Baosheng Media Group Holdings Ltd
5304,1474903,BGSF,"BGSF, INC."
5305,1059213,DNIF,DIVIDEND & INCOME FUND
5306,749647,CLSN,Celsion CORP
5307,1697834,STMH,"Stem Holdings, Inc."
5308,1824403,ROCC,Roth CH Acquisition II Co
5309,1779476,KRKR,36Kr Holdings Inc.
5310,1671584,APVO,Aptevo Therapeutics Inc.
5311,1828735,BENE,Benessere Capital Acquisition Corp.
5312,1610682,USDP,USD Partners LP
5313,1722010,OPBK,OP Bancorp
5314,903651,INOD,INNODATA INC
5315,1817640,BREZ,Breeze Holdings Acquisition Corp.
5316,1721484,LGVN,Longeveron Inc.
5317,829323,INUV,"Inuvo, Inc."
5318,836147,MBCN,MIDDLEFIELD BANC CORP
5319,1501103,EDF,Stone Harbor Emerging Markets Income Fund
5320,1470205,ICBK,"County Bancorp, Inc."
5321,1673481,TDAC,Trident Acquisitions Corp.
5322,34563,FARM,FARMER BROTHERS CO
5323,1287808,HIL,"Hill International, Inc."
5324,1501078,OFED,Oconee Federal Financial Corp.
5325,892482,QUMU,Qumu Corp
5326,1705338,LOV,Spark Networks SE
5327,1253689,GLYC,GLYCOMIMETICS INC
5328,818850,NNY,NUVEEN NEW YORK MUNICIPAL VALUE FUND INC
5329,1072725,GDRZF,GOLD RESERVE INC
5330,1398453,XIN,"Xinyuan Real Estate Co., Ltd."
5331,1165002,WHG,WESTWOOD HOLDINGS GROUP INC
5332,1701114,APRN,"Blue Apron Holdings, Inc."
5333,1693577,MNSB,"MainStreet Bancshares, Inc."
5334,1372807,PTMN,Portman Ridge Finance Corp
5335,894351,MNP,WESTERN ASSET MUNICIPAL PARTNERS FUND INC.
5336,1420529,AACG,ATA Creativity Global
5337,1821146,BWAC,Better World Acquisition Corp.
5338,1547341,CTR,ClearBridge MLP & Midstream Total Return Fund Inc.
5339,1302084,NSRCF,NextSource Materials Inc.
5340,811922,MGF,MFS GOVERNMENT MARKETS INCOME TRUST
5341,883945,USAK,USA TRUCK INC
5342,75398,PAI,Western Asset Investment Grade Income Fund Inc.
5343,1823086,KWAC,Kingswood Acquisition Corp.
5344,1496749,HEQ,John Hancock Hedged Equity & Income Fund
5345,1797099,PTK,PTK Acquisition Corp.
5346,1413754,MRZM,MARIZYME INC
5347,1597846,GRNQ,Greenpro Capital Corp.
5348,1265708,JTA,NUVEEN TAX ADVANTAGED TOTAL RETURN STRATEGY FUND
5349,1649096,CLPR,Clipper Realty Inc.
5350,1478069,CFRX,CONTRAFECT Corp
5351,56701,KOSS,KOSS CORP
5352,893847,HWBK,"HAWTHORN BANCSHARES, INC."
5353,1606909,PANL,Pangaea Logistics Solutions Ltd.
5354,1057083,PCTI,PC TEL INC
5355,1109504,EPWCF,Empower Clinics Inc.
5356,887247,ADMP,Adamis Pharmaceuticals Corp
5357,1725872,BMTX,"BM Technologies, Inc."
5358,1501862,EPGG,"Empire Global Gaming, Inc."
5359,1213809,DYAI,DYADIC INTERNATIONAL INC
5360,1093672,PEBK,PEOPLES BANCORP OF NORTH CAROLINA INC
5361,1285650,CGO,CALAMOS GLOBAL TOTAL RETURN FUND
5362,31667,EDUC,EDUCATIONAL DEVELOPMENT CORP
5363,1577437,ASC,Ardmore Shipping Corp
5364,1431567,OVLY,Oak Valley Bancorp
5365,1509253,JSD,Nuveen Short Duration Credit Opportunities Fund
5366,36506,MFNC,MACKINAC FINANCIAL CORP /MI/
5367,1755237,CYCN,"Cyclerion Therapeutics, Inc."
5368,1084991,NGS,NATURAL GAS SERVICES GROUP INC
5369,919864,NWIN,NORTHWEST INDIANA BANCORP
5370,1114927,FNRN,FIRST NORTHERN COMMUNITY BANCORP
5371,1129928,ONCY,ONCOLYTICS BIOTECH INC
5372,879911,AERG,"APPLIED ENERGETICS, INC."
5373,1824119,JYAC,Jiya Acquisition Corp.
5374,1681348,VVPR,VivoPower International PLC
5375,767405,SBFG,"SB FINANCIAL GROUP, INC."
5376,1137392,BBF,BLACKROCK MUNICIPAL INCOME INVESTMENT TRUST
5377,1434524,CLIR,ClearSign Technologies Corp
5378,701719,ELA,Envela Corp
5379,1505065,BWAY,Brainsway Ltd.
5380,1001115,GEOS,GEOSPACE TECHNOLOGIES CORP
5381,1667313,ZDGE,"Zedge, Inc."
5382,1623360,MRGE,Mirage Energy Corp
5383,1016838,RDCM,RADCOM LTD
5384,1509745,LPTX,"LEAP THERAPEUTICS, INC."
5385,1168455,PLBC,PLUMAS BANCORP
5386,1351172,LMNL,Liminal BioSciences Inc.
5387,316253,ENZ,ENZO BIOCHEM INC
5388,1385818,AYTU,"AYTU BIOSCIENCE, INC"
5389,1550603,MLVF,"MALVERN BANCORP, INC."
5390,1657853,HTZGQ,"HERTZ GLOBAL HOLDINGS, INC"
5391,1362481,AGD,ABERDEEN GLOBAL DYNAMIC DIVIDEND FUND
5392,1498067,CTGL,"CITRINE GLOBAL, CORP."
5393,711669,CBAN,COLONY BANKCORP INC
5394,737875,FKYS,FIRST KEYSTONE CORP
5395,1786117,PINE,"Alpine Income Property Trust, Inc."
5396,785557,DLHC,DLH Holdings Corp.
5397,1822929,EUCR,Eucrates Biomedical Acquisition Corp.
5398,1578987,BANX,StoneCastle Financial Corp.
5399,1790177,RFM,"RiverNorth Flexible Municipal Income Fund, Inc."
5400,1746967,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc."
5401,14177,BRID,BRIDGFORD FOODS CORP
5402,1828253,EVAX,Evaxion Biotech A/S
5403,1332551,ACR,ACRES Commercial Realty Corp.
5404,1553788,SBEV,"SPLASH BEVERAGE GROUP, INC."
5405,65596,SIEB,SIEBERT FINANCIAL CORP
5406,1751143,ATCX,"ATLAS TECHNICAL CONSULTANTS, INC."
5407,1624512,BOXL,Boxlight Corp
5408,1528811,VGI,Virtus Global Multi-Sector Income Fund
5409,1602380,JROOF,Jericho Oil Corp
5410,920465,LJPC,LA JOLLA PHARMACEUTICAL CO
5411,763907,FUNC,FIRST UNITED CORP/MD/
5412,1355250,IPIX,Innovation Pharmaceuticals Inc.
5413,894871,MVEN,"theMaven, Inc."
5414,1524223,MN,"Manning & Napier, Inc."
5415,23111,CTG,COMPUTER TASK GROUP INC
5416,1114925,LTRX,LANTRONIX INC
5417,1740797,TREN,TREND INNOVATIONS HOLDING INC.
5418,1821318,OTRA,OTR Acquisition Corp.
5419,1401564,FFNW,"First Financial Northwest, Inc."
5420,1617227,JAX,"J. Alexander's Holdings, Inc."
5421,1209028,AAIC,Arlington Asset Investment Corp.
5422,720500,ASYS,AMTECH SYSTEMS INC
5423,1325964,LWLG,"Lightwave Logic, Inc."
5424,1684425,PETZ,"TDH Holdings, Inc."
5425,932781,FCCO,FIRST COMMUNITY CORP /SC/
5426,1530766,BSGM,"BioSig Technologies, Inc."
5427,1004530,MPVDF,Mountain Province Diamonds Inc.
5428,1137547,UBFO,UNITED SECURITY BANCSHARES
5429,1133416,GALT,GALECTIN THERAPEUTICS INC
5430,1177219,NKG,NUVEEN GEORGIA QUALITY MUNICIPAL INCOME FUND
5431,1585855,GGZ,Gabelli Global Small & Mid Cap Value Trust
5432,1621443,ZYNE,"Zynerba Pharmaceuticals, Inc."
5433,897419,NMT,NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND
5434,1752036,CALB,California BanCorp
5435,1394056,OSS,"ONE STOP SYSTEMS, INC."
5436,101538,UAMY,UNITED STATES ANTIMONY CORP
5437,49728,IEC,IEC ELECTRONICS CORP
5438,1409269,VERO,Venus Concept Inc.
5439,355019,FONR,FONAR CORP
5440,908187,PCM,"PCM FUND, INC."
5441,1024095,CDJM,"Carnegie Development, Inc"
5442,1807166,AMST,Amesite Inc.
5443,878726,TUEM,TUESDAY MORNING CORP/DE
5444,1582982,MTBC,"MTBC, Inc."
5445,1594686,WPG,WASHINGTON PRIME GROUP INC.
5446,933738,ENG,ENGLOBAL CORP
5447,1598646,NERV,"Minerva Neurosciences, Inc."
5448,846596,KSM,DWS STRATEGIC MUNICIPAL INCOME TRUST
5449,1685237,TMRR,TEMIR CORP.
5450,1529628,SND,"Smart Sand, Inc."
5451,1787414,BSBK,Bogota Financial Corp.
5452,1137883,BCLI,BRAINSTORM CELL THERAPEUTICS INC.
5453,1592016,AGFS,"AgroFresh Solutions, Inc."
5454,1836981,GIG,"GigCapital4, Inc."
5455,849146,LFVN,Lifevantage Corp
5456,715446,ANIX,Anixa Biosciences Inc
5457,1070680,CFBK,CF BANKSHARES INC.
5458,1734520,ALYA,Alithya Group inc
5459,831655,MPV,BARINGS PARTICIPATION INVESTORS
5460,1513818,ARAV,"Aravive, Inc."
5461,1394319,TCON,"Tracon Pharmaceuticals, Inc."
5462,1532619,PW,Power REIT
5463,1289028,UEXCF,UEX CORP
5464,779336,IAF,ABERDEEN AUSTRALIA EQUITY FUND INC
5465,1772028,SCPS,Scopus BioPharma Inc.
5466,890119,NIM,NUVEEN SELECT MATURITIES MUNICIPAL FUND
5467,1588972,REPH,"Recro Pharma, Inc."
5468,1738699,WKEY,Wisekey International Holding S.A.
5469,882300,SBI,WESTERN ASSET INTERMEDIATE MUNI FUND INC.
5470,900391,NTZ,NATUZZI S P A
5471,1703079,XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust
5472,2098,ACU,ACME UNITED CORP
5473,886136,SGA,SAGA COMMUNICATIONS INC
5474,1533743,PCSA,"Processa Pharmaceuticals, Inc."
5475,832090,PTRS,PARTNERS BANCORP
5476,1057791,RBYCF,RUBICON MINERALS CORP
5477,1782037,YGMZ,MingZhu Logistics Holdings Ltd
5478,811240,BIOL,"BIOLASE, INC"
5479,1498403,BLRX,BioLineRx Ltd.
5480,2178,AE,"ADAMS RESOURCES & ENERGY, INC."
5481,1003201,MMAC,"MMA Capital Holdings, Inc."
5482,60714,LXU,LSB INDUSTRIES INC
5483,1539850,STCB,"Starco Brands, Inc."
5484,809844,CMU,MFS HIGH YIELD MUNICIPAL TRUST
5485,1589420,FPL,FIRST TRUST NEW OPPORTUNITIES MLP & ENERGY FUND
5486,1376227,UNG,"United States Natural Gas Fund, LP"
5487,1742056,LAIX,LAIX Inc.
5488,1075880,KZIA,KAZIA THERAPEUTICS LTD
5489,1477246,SANW,S&W Seed Co
5490,1181026,BAF,BLACKROCK MUNICIPAL INCOME INVESTMENT QUALITY TRUST
5491,728447,EVOA,"EVO Transportation & Energy Services, Inc."
5492,1367859,CZWI,Citizens Community Bancorp Inc.
5493,723646,FRAF,FRANKLIN FINANCIAL SERVICES CORP /PA/
5494,1493566,OTIC,"OTONOMY, INC."
5495,939930,PYYX,"PYXUS INTERNATIONAL, INC."
5496,1626644,ODYY,"Odyssey Group International, Inc."
5497,943861,GDP,GOODRICH PETROLEUM CORP
5498,1535955,LPCN,Lipocine Inc.
5499,1627469,PTZH,"Photozou Holdings, Inc."
5500,706863,UNB,UNION BANKSHARES INC
5501,1587221,ZSAN,Zosano Pharma Corp
5502,1041024,RMTI,"ROCKWELL MEDICAL, INC."
5503,1094038,MRKR,"Marker Therapeutics, Inc."
5504,932021,GTLL,GLOBAL TECHNOLOGIES LTD
5505,1450704,VIVK,"Vivakor, Inc."
5506,1390478,SLS,"SELLAS Life Sciences Group, Inc."
5507,897802,SPE,"SPECIAL OPPORTUNITIES FUND, INC."
5508,1687451,ZKIN,"ZK International Group Co., Ltd."
5509,1509646,FENG,Phoenix New Media Ltd
5510,1378701,GDL,GDL FUND
5511,1725293,GRIN,Grindrod Shipping Holdings Ltd.
5512,1141688,LARK,LANDMARK BANCORP INC
5513,1011509,AUMN,Golden Minerals Co
5514,1141197,PED,PEDEVCO CORP
5515,1060219,SAL,SALISBURY BANCORP INC
5516,1670349,USWS,"U.S. WELL SERVICES, INC."
5517,1452477,RMRM,RMR Mortgage Trust
5518,1517130,PME,Pingtan Marine Enterprise Ltd.
5519,1006655,EPM,EVOLUTION PETROLEUM CORP
5520,1010470,PROV,PROVIDENT FINANCIAL HOLDINGS INC
5521,1533924,AMPY,Amplify Energy Corp.
5522,1388126,HNW,Pioneer Diversified High Income Trust
5523,1655075,AFI,"Armstrong Flooring, Inc."
5524,816332,LYBC,LYONS BANCORP INC
5525,1113423,AEZS,Aeterna Zentaris Inc.
5526,866095,JEQ,"ABERDEEN JAPAN EQUITY FUND, INC."
5527,1781983,APRE,"Aprea Therapeutics, Inc."
5528,1819576,LQDA,Liquidia Corp
5529,1170311,PNI,PIMCO NEW YORK MUNICIPAL INCOME FUND II
5530,872912,DCTH,"DELCATH SYSTEMS, INC."
5531,799698,CYTR,CYTRX CORP
5532,1539190,SPPP,SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST
5533,1443575,AVBH,"Avidbank Holdings, Inc."
5534,891188,MFT,BLACKROCK MUNIYIELD INVESTMENT QUALITY FUND
5535,1573698,EFF,Eaton Vance Floating-Rate Income Plus Fund
5536,1692830,STSA,"Satsuma Pharmaceuticals, Inc."
5537,1420565,ALRN,AILERON THERAPEUTICS INC
5538,1796514,METX,Meten EdtechX Education Group Ltd.
5539,1735041,GTEC,Greenland Technologies Holding Corp.
5540,1641631,XAIR,"Beyond Air, Inc."
5541,1437479,ENBP,ENB Financial Corp
5542,1464963,FCRD,"First Eagle Alternative Capital BDC, Inc."
5543,1730346,CHRA,"Charah Solutions, Inc."
5544,1631487,CLGN,CollPlant Biotechnologies Ltd
5545,1108645,TCCR,FRONTIER OILFIELD SERVICES INC
5546,1626971,CRVS,"Corvus Pharmaceuticals, Inc."
5547,1824893,CHFW,Consonance-HFW Acquisition Corp.
5548,1224133,MCHX,MARCHEX INC
5549,316888,ASM,AVINO SILVER & GOLD MINES LTD
5550,1606163,LMB,"Limbach Holdings, Inc."
5551,1639327,GSHN,"Gushen, Inc"
5552,750558,QNBC,QNB CORP
5553,1500198,NMTC,NEUROONE MEDICAL TECHNOLOGIES Corp
5554,1738827,KLXE,"KLX Energy Services Holdings, Inc."
5555,1321851,SEED,Origin Agritech LTD
5556,1490596,GVXXF,GoviEx Uranium Inc.
5557,1041657,UONE,"URBAN ONE, INC."
5558,1824884,ADOC,Edoc Acquisition Corp.
5559,1444192,ACST,Acasti Pharma Inc.
5560,1126234,LUMO,"LUMOS PHARMA, INC."
5561,1769256,QK,Q&K INTERNATIONAL GROUP Ltd
5562,100378,TWIN,TWIN DISC INC
5563,50471,PCYG,PARK CITY GROUP INC
5564,845611,GCV,GABELLI CONVERTIBLE & INCOME SECURITIES FUND INC
5565,813623,SWZ,"SWISS HELVETIA FUND, INC."
5566,1622879,SHWZ,"Medicine Man Technologies, Inc."
5567,1814974,BBXIA,"BBX Capital, Inc."
5568,1437925,GMGI,"Golden Matrix Group, Inc."
5569,1294404,SFUN,Fang Holdings Ltd
5570,1667489,LSYN,Liberated Syndication Inc.
5571,1133869,CAPR,"CAPRICOR THERAPEUTICS, INC."
5572,793524,REFR,RESEARCH FRONTIERS INC
5573,1605301,CBFV,"CB Financial Services, Inc."
5574,1279014,ERH,WELLS FARGO UTILITIES & HIGH INCOME FUND
5575,1665300,PHUN,"Phunware, Inc."
5576,1358356,LMST,"LIMESTONE BANCORP, INC."
5577,1708688,IFRX,InflaRx N.V.
5578,1751783,RBKB,"Rhinebeck Bancorp, Inc."
5579,1704760,AVCT,"American Virtual Cloud Technologies, Inc."
5580,1734902,WEI,Weidai Ltd.
5581,1578776,PBIP,"PRUDENTIAL BANCORP, INC."
5582,1120370,BWEN,"BROADWIND, INC."
5583,1569083,CQCQ,"MAKINGORG, INC."
5584,16859,SRL,Scully Royalty Ltd.
5585,894671,OVBC,OHIO VALLEY BANC CORP
5586,1396167,DEX,Delaware Enhanced Global Dividend & Income Fund
5587,740971,OPOF,OLD POINT FINANCIAL CORP
5588,921114,ARMP,"Armata Pharmaceuticals, Inc."
5589,1641614,PMTS,CPI Card Group Inc.
5590,1659617,MBRX,"Moleculin Biotech, Inc."
5591,1449794,EMYB,"Embassy Bancorp, Inc."
5592,849145,HGBL,Heritage Global Inc.
5593,1093728,PFLC,PACIFIC FINANCIAL CORP
5594,1318025,PGP,PIMCO Global StocksPLUS & Income Fund
5595,1437283,RPMT,"REGO PAYMENT ARCHITECTURES, INC."
5596,1401257,FET,"FORUM ENERGY TECHNOLOGIES, INC."
5597,1502377,CTGO,"Contango ORE, Inc."
5598,1515156,ADES,"Advanced Emissions Solutions, Inc."
5599,1755953,KERN,Akerna Corp.
5600,1701963,VS,Versus Systems Inc.
5601,1541157,AKTX,Akari Therapeutics Plc
5602,1440024,RRTS,"Roadrunner Transportation Systems, Inc."
5603,72205,NOBH,NOBILITY HOMES INC
5604,1385632,IAE,Voya Asia Pacific High Dividend Equity Income Fund
5605,93205,LTDH,"LIVING 3D HOLDINGS, INC."
5606,1497504,PLXP,PLx Pharma Inc.
5607,888721,TRIB,TRINITY BIOTECH PLC
5608,1333172,NM,Navios Maritime Holdings Inc.
5609,320017,CLBS,"CALADRIUS BIOSCIENCES, INC."
5610,1353538,NTWN,NEWTOWN LANE MARKETING INC
5611,1823465,FVAM,5:01 Acquisition Corp.
5612,1448597,AUGG,AUGUSTA GOLD CORP.
5613,1814067,LXEH,Lixiang Education Holding Co. Ltd.
5614,1708261,JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund
5615,1075706,CIZN,CITIZENS HOLDING CO /MS/
5616,1737193,LDSN,Luduson G Inc.
5617,1009759,CPST,CAPSTONE TURBINE Corp
5618,1621672,SLGG,"Super League Gaming, Inc."
5619,1472215,JLS,Nuveen Mortgage & Income Fund/MA/
5620,1302350,JMP,JMP GROUP LLC
5621,71557,NUVR,"Nuvera Communications, Inc."
5622,1315255,GTT,"GTT Communications, Inc."
5623,1667161,RNDB,"Randolph Bancorp, Inc."
5624,36840,FREVS,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY
5625,918580,GPIC,Gaming Partners International CORP
5626,818677,SFDL,SECURITY FEDERAL CORP
5627,914712,STCN,"Steel Connect, Inc."
5628,1113809,BBW,BUILD-A-BEAR WORKSHOP INC
5629,746210,OBLG,"Oblong, Inc."
5630,945983,WSTG,"Wayside Technology Group, Inc."
5631,1169245,PHAS,PhaseBio Pharmaceuticals Inc
5632,1780262,NBAC,Newborn Acquisition Corp
5633,896494,MAGS,MAGAL SECURITY SYSTEMS LTD
5634,1529113,INPX,INPIXON
5635,814926,CAPC,"CAPSTONE COMPANIES, INC."
5636,1228627,OCUP,"Ocuphire Pharma, Inc."
5637,875657,ULBI,ULTRALIFE CORP
5638,1438423,MRAM,EVERSPIN TECHNOLOGIES INC
5639,1656501,BWMY,"BorrowMoney.com, Inc."
5640,1388320,ATNM,"Actinium Pharmaceuticals, Inc."
5641,1518353,NHVCF,Northern Vertex Mining Corp.
5642,1632081,HWIN,"HOMETOWN INTERNATIONAL, INC."
5643,1637890,CYAD,Celyad Oncology SA
5644,39020,FEIM,FREQUENCY ELECTRONICS INC
5645,1566610,VERB,"Verb Technology Company, Inc."
5646,870826,IMBI,"iMedia Brands, Inc."
5647,1487918,OFS,OFS Capital Corp
5648,1517767,VCIF,Vertical Capital Income Fund
5649,1819113,LSAQ,Lifesci Acquisition II Corp.
5650,350737,OBCI,OCEAN BIO CHEM INC
5651,754811,GROW,U S GLOBAL INVESTORS INC
5652,868271,SVBI,SEVERN BANCORP INC
5653,1799850,CHAQ,Chardan Healthcare Acquisition 2 Corp.
5654,1705012,FAT,"Fat Brands, Inc"
5655,1750106,AEI,Alset EHome International Inc.
5656,1394108,SUIC,Sino United Worldwide Consolidated Ltd.
5657,1610618,CDTX,"Cidara Therapeutics, Inc."
5658,1644963,ATXI,"AVENUE THERAPEUTICS, INC."
5659,1263011,EXN,EXCELLON RESOURCES INC
5660,836690,ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC
5661,1607962,RWLK,ReWalk Robotics Ltd.
5662,109657,GTBP,"GT Biopharma, Inc."
5663,1378140,OPTT,"Ocean Power Technologies, Inc."
5664,1080319,ELYS,"Elys Game Technology, Corp."
5665,1532286,NINE,"Nine Energy Service, Inc."
5666,1347652,CORR,"CorEnergy Infrastructure Trust, Inc."
5667,868278,PRPH,"ProPhase Labs, Inc."
5668,1072627,KFS,KINGSWAY FINANCIAL SERVICES INC
5669,1334388,OBELF,OBSIDIAN ENERGY LTD.
5670,1630113,BTCY,BIOTRICITY INC.
5671,1075736,CXDO,"Crexendo, Inc."
5672,1089094,BSD,BLACKROCK STRATEGIC MUNICIPAL TRUST
5673,736744,TGA,TRANSGLOBE ENERGY CORP
5674,1394039,CYDVF,CYPRESS DEVELOPMENT CORP
5675,1412486,COCP,"Cocrystal Pharma, Inc."
5676,1506488,SZC,Cushing NextGen Infrastructure Income Fund
5677,1393772,BUDZ,"WEED, INC."
5678,1734005,APM,Aptorum Group Ltd
5679,1682220,SACH,Sachem Capital Corp.
5680,1570937,ATAO,ALTAIR INTERNATIONAL CORP.
5681,830271,NMI,NUVEEN MUNICIPAL INCOME FUND INC
5682,1053691,DFFN,Diffusion Pharmaceuticals Inc.
5683,1007273,BKSC,BANK OF SOUTH CAROLINA CORP
5684,880417,CSBB,CSB BANCORP INC /OH
5685,1328919,GASS,StealthGas Inc.
5686,12239,AIKI,AIkido Pharma Inc.
5687,1302624,FAM,FIRST TRUST/ABERDEEN GLOBAL OPPORTUNITY INCOME FUND
5688,1578453,DLNG,Dynagas LNG Partners LP
5689,1750384,SOLI,"CareClix Holdings, Inc."
5690,1074871,MODD,"Modular Medical, Inc."
5691,1074828,KNWN,"KNOW LABS, INC."
5692,880641,EFSI,EAGLE FINANCIAL SERVICES INC
5693,896493,DPW,"Ault Global Holdings, Inc."
5694,1560258,ECOR,"electroCore, Inc."
5695,846913,FTEK,"FUEL TECH, INC."
5696,748268,RCAT,"Red Cat Holdings, Inc."
5697,1620179,XELA,"Exela Technologies, Inc."
5698,1126961,GRRB,GRANDSOUTH BANCORPORATION
5699,1790625,LIVK,LIV Capital Acquisition Corp.
5700,1488917,ELMD,"Electromed, Inc."
5701,885732,NXC,NUVEEN CALIFORNIA SELECT TAX FREE INCOME PORTFOLIO
5702,1447380,MFON,MOBIVITY HOLDINGS CORP.
5703,1575659,RTSL,"Rapid Therapeutic Science Laboratories, Inc."
5704,16099,LUB,LUBYS INC
5705,1365388,HSTI,"High Sierra Technologies, Inc."
5706,1017303,TACT,TRANSACT TECHNOLOGIES INC
5707,351817,SBOW,"SILVERBOW RESOURCES, INC."
5708,1282957,GLU,GABELLI GLOBAL UTILITY & INCOME TRUST
5709,1579157,VNCE,VINCE HOLDING CORP.
5710,1174940,OGEN,ORAGENICS INC
5711,879535,DTF,DTF TAX-FREE INCOME INC
5712,943033,HSBI,"HERITAGE SOUTHEAST BANCORPORATION, INC."
5713,783324,VGZ,VISTA GOLD CORP
5714,1480999,EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund
5715,1640251,WINSF,Wins Finance Holdings Inc.
5716,842013,CGLO,Coro Global Inc.
5717,1113513,MOST,"MobileSmith, Inc."
5718,1271554,ERLFF,Entree Resources Ltd.
5719,56868,PNRG,PRIMEENERGY RESOURCES CORP
5720,828146,LINK,INTERLINK ELECTRONICS INC
5721,1630511,TFECY,Thin Film Electronics ASA
5722,1034760,WYY,WIDEPOINT CORP
5723,1630212,AVCO,Avalon GloboCare Corp.
5724,1553404,PGTK,Pacific Green Technologies Inc.
5725,1438893,GNT,"GAMCO Natural Resources, Gold & Income Trust"
5726,1092662,CEMI,"CHEMBIO DIAGNOSTICS, INC."
5727,1708341,AESE,"Allied Esports Entertainment, Inc."
5728,1638287,NRBO,"NeuroBo Pharmaceuticals, Inc."
5729,1076682,PTE,"POLARITYTE, INC."
5730,1690334,SMHI,SEACOR Marine Holdings Inc.
5731,1455634,SMWPY,Connect Group PLC / ADR
5732,1539778,RAYT,RAYONT INC.
5733,889971,LPTH,LIGHTPATH TECHNOLOGIES INC
5734,1634447,ISUN,"ISUN, INC."
5735,704561,UBAB,UNITED BANCORPORATION OF ALABAMA INC
5736,1527383,BKGM,BankGuam Holding Co
5737,1006045,IRIX,IRIDEX CORP
5738,1574596,NWHM,New Home Co Inc.
5739,1759186,BHSE,Bull Horn Holdings Corp.
5740,1786248,NREF,"NexPoint Real Estate Finance, Inc."
5741,1627606,DTEA,DAVIDsTEA Inc.
5742,47307,CRAWA,CRAWFORD UNITED Corp
5743,1724344,ETTX,Entasis Therapeutics Holdings Inc.
5744,1527613,NUZE,"NuZee, Inc."
5745,889609,CPSS,"CONSUMER PORTFOLIO SERVICES, INC."
5746,1376321,CNET,ZW Data Action Technologies Inc.
5747,1690080,ATNF,180 Life Sciences Corp.
5748,921183,HMNF,HMN FINANCIAL INC
5749,1136294,WLMS,Williams Industrial Services Group Inc.
5750,1177439,FPOCF,FPX Nickel Corp.
5751,1140410,PNF,PIMCO NEW YORK MUNICIPAL INCOME FUND
5752,1163609,SDSYA,SOUTH DAKOTA SOYBEAN PROCESSORS LLC
5753,1527702,IQST,iQSTEL Inc
5754,1726126,EPSN,Epsilon Energy Ltd.
5755,1026655,CMT,CORE MOLDING TECHNOLOGIES INC
5756,1288795,GLV,Clough Global Dividend & Income Fund
5757,1093082,HBP,HUTTIG BUILDING PRODUCTS INC
5758,1780731,SDH,"Global Internet of People, Inc."
5759,1541119,SFBC,"Sound Financial Bancorp, Inc."
5760,1074692,CEV,EATON VANCE CALIFORNIA MUNICIPAL INCOME TRUST
5761,1320350,LNSR,"LENSAR, Inc."
5762,1015739,AWRE,AWARE INC /MA/
5763,1173313,ABVC,American BriVision (Holding) Corp
5764,788920,PDEX,PRO DEX INC
5765,728385,MEEC,Midwest Energy Emissions Corp.
5766,1708441,RYB,"RYB Education, Inc."
5767,1532595,SINC,Sincerity Applied Materials Holdings Corp.
5768,1141240,LQMT,LIQUIDMETAL TECHNOLOGIES INC
5769,1160308,SVRA,Savara Inc
5770,1335112,LGIQ,"LOGIQ, INC."
5771,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC
5772,1181024,BSE,BLACKROCK NEW YORK MUNICIPAL INCOME QUALITY TRUST
5773,1729750,KBNT,"Kubient, Inc."
5774,814586,LWAY,"Lifeway Foods, Inc."
